Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
LanceDB,https://lancedb.com,https://lancedb.com/careers,USA,San Mateo CA,AI Infrastructure,Embedded Vector Database,Startup,11-50,YC,Remote,Yes,Unknown,USA,Backend Engineer / ML Engineer,"Python, Rust, Apache Lance, AWS, GCP",USA,bharat-alpha,None,High,LanceDB is a YC-backed embedded vector database for AI applications; Python-first; relevant to bharat-alpha RAG and FAISS/ChromaDB experience; YC H1B track record; Series A funded.,AI Research Batch 007,Yes,Unknown
Credo AI,https://www.credo.ai,https://www.credo.ai/careers,USA,Los Angeles CA,AI Governance,AI Risk & Compliance Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Scientist / AI Policy Engineer,"Python, FastAPI, GCP, scikit-learn, MLflow",USA,eu-ai-assurance-os,None,High,Credo AI is a Los Angeles AI governance and risk management platform; Series B funded; direct portfolio alignment with eu-ai-assurance-os AI governance theme; Python/GCP stack match; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Patronus AI,https://www.patronus.ai,https://www.patronus.ai/careers,USA,San Francisco CA,AI Governance,LLM Evaluation & Safety,Startup,11-50,YC,Remote,Yes,Unknown,USA,ML Engineer / Backend Engineer,"Python, FastAPI, PyTorch, GCP, PostgreSQL",USA,eu-ai-assurance-os,None,High,Patronus AI is a YC-backed LLM evaluation and safety platform; direct eu-ai-assurance-os AI governance alignment; Python/FastAPI stack exact match; YC H1B track record; Series A funded.,AI Research Batch 007,Yes,Unknown
Galileo AI,https://www.rungalileo.io,https://www.rungalileo.io/careers,USA,San Francisco CA,AI Governance,ML Observability & Evaluation,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, FastAPI, GCP, PostgreSQL, React",USA,eu-ai-assurance-os,None,High,Galileo is a San Francisco ML observability and LLM evaluation platform; Series B funded; eu-ai-assurance-os AI governance theme alignment; Python/FastAPI exact stack match; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Aporia,https://www.aporia.com,https://www.aporia.com/careers,USA,San Francisco CA,AI Governance,ML Monitoring & Guardrails,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Platform Engineer,"Python, Kubernetes, GCP, Kafka, FastAPI",USA,eu-ai-assurance-os,None,High,Aporia is a San Francisco ML monitoring and guardrails platform; Series B funded; Python/Kafka/GCP stack aligns with candidate; eu-ai-assurance-os AI governance theme direct match; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Holistic AI,https://www.holisticai.com,https://www.holisticai.com/careers,USA,New York NY,AI Governance,AI Risk Assessment,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Scientist / AI Assurance Engineer,"Python, FastAPI, GCP, scikit-learn, Pandas",USA,eu-ai-assurance-os,None,High,Holistic AI has a US office in NYC and focuses on AI risk and governance auditing; direct eu-ai-assurance-os theme alignment; Python/FastAPI stack match; Series A funded; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Coalesce,https://coalesce.io,https://coalesce.io/careers,USA,San Francisco CA,Data Platforms,dbt-alternative Data Transformation,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / Analytics Engineer,"Python, dbt, Snowflake, Databricks, SQL",USA,workforceguardai,None,High,Coalesce is a San Francisco data transformation platform competing with dbt; dbt and Databricks exact stack match; Series B funded; strong H1B sponsor; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Datafold,https://www.datafold.com,https://www.datafold.com/careers,USA,San Francisco CA,Data Platforms,Data Diff & Quality,Startup,11-50,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, Snowflake, PostgreSQL, Databricks",USA,workforceguardai,None,High,Datafold is a YC-backed data quality and diff platform for analytics engineers; dbt and Databricks exact stack match; YC H1B track record; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Anomalo,https://www.anomalo.com,https://www.anomalo.com/careers,USA,San Francisco CA,Data Platforms,Automated Data Quality,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, Databricks, Snowflake, dbt, AWS",USA,workforceguardai,None,High,Anomalo is a San Francisco automated data quality platform; Databricks and dbt exact stack match; Series B funded; known H1B sponsor; workforceguardai analytics/data quality theme.,AI Research Batch 007,Yes,Unknown
Metaplane,https://www.metaplane.dev,https://www.metaplane.dev/careers,USA,Boston MA,Data Platforms,Data Observability,Startup,11-50,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, Snowflake, PostgreSQL, TypeScript",USA,workforceguardai,None,High,Metaplane is a YC-backed Boston data observability platform; dbt stack exact match; YC H1B track record; Boston location aligns with non-obvious H1B hub; workforceguardai analytics theme.,AI Research Batch 007,Yes,Unknown
Elementary Data,https://www.elementary-data.com,https://www.elementary-data.com/careers,USA,Remote,Data Platforms,dbt-native Data Observability,Startup,11-50,YC,Remote,Yes,Unknown,USA,Data Engineer / Analytics Engineer,"Python, dbt, Snowflake, Databricks, GitHub Actions",USA,workforceguardai,None,High,Elementary Data is a YC-backed open-source dbt-native data observability tool; dbt and Databricks exact stack match; YC H1B track record; workforceguardai analytics theme strong alignment.,AI Research Batch 007,Yes,Unknown
Tobiko Data,https://tobikodata.com,https://tobikodata.com/careers,USA,San Francisco CA,Data Platforms,SQL Mesh / Data Transformation,Startup,11-50,Startup,Remote,Yes,Unknown,USA,Data Engineer / Analytics Engineer,"Python, dbt, SQLMesh, Databricks, Snowflake",USA,workforceguardai,None,High,Tobiko Data builds SQLMesh, a next-gen dbt alternative; dbt and Databricks exact stack match; founded by ex-Airbnb data engineers; Series A funded; strong H1B sponsor culture; workforceguardai analytics theme.,AI Research Batch 007,Yes,Unknown
SDF Labs,https://www.sdf.com,https://www.sdf.com/careers,USA,San Francisco CA,Data Platforms,Data Compilation & Governance,Startup,11-50,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Rust, Python, dbt, Snowflake, Databricks",USA,workforceguardai,None,Medium,SDF Labs is a San Francisco data compilation and governance platform; dbt stack match; seed/Series A funded; workforceguardai analytics theme aligns; international founding team with H1B culture.,AI Research Batch 007,Yes,Unknown
Recce,https://www.recce.io,https://www.recce.io/careers,USA,Remote,Data Platforms,dbt PR Review Tool,Startup,1-10,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, Snowflake, PostgreSQL, React",USA,workforceguardai,None,Medium,Recce is a YC-backed dbt PR review and data diff tool; dbt exact stack match; YC H1B track record; fully remote; workforceguardai analytics engineering theme.,AI Research Batch 007,Yes,Unknown
Lightup,https://www.lightup.ai,https://www.lightup.ai/careers,USA,Seattle WA,Data Platforms,Automated Data Quality AI,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, Databricks, Snowflake, Kafka, Spark",USA,workforceguardai,None,High,Lightup is a Seattle-based AI-powered data quality platform; Databricks and Kafka exact stack match; Series B funded; Seattle H1B hub; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Ramp,https://ramp.com,https://ramp.com/careers,USA,New York NY,FinTech,Business Spend Management,Scaleup,501-1000,Startup,Hybrid,Yes,Unknown,USA,Data Engineer / Analytics Engineer / Backend Engineer,"Python, dbt, Snowflake, Kafka, PostgreSQL, Spark",USA,bharat-alpha,None,High,Ramp is a NYC-based business spend and financial management platform; dbt and Kafka exact stack match; Series D unicorn; known H1B sponsor; bharat-alpha FinTech theme; actively hiring data engineers.,AI Research Batch 007,Yes,Unknown
Brex,https://brex.com,https://brex.com/careers,USA,San Francisco CA,FinTech,Corporate Card & Expense Management,Scaleup,501-1000,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, Kotlin, dbt, Databricks, Kafka, Snowflake",USA,bharat-alpha,None,High,Brex is a San Francisco corporate finance platform; dbt and Databricks exact stack match; Series D+ unicorn; known H1B sponsor; bharat-alpha FinTech theme; large engineering org actively hiring.,AI Research Batch 007,Yes,Unknown
Mercury,https://mercury.com,https://mercury.com/careers,USA,San Francisco CA,FinTech,Startup Banking,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, Haskell, Snowflake",USA,bharat-alpha,None,High,Mercury is a San Francisco fintech banking platform for startups; dbt stack match; Series B funded unicorn; known H1B sponsor; bharat-alpha FinTech theme; remote-friendly culture.,AI Research Batch 007,Yes,Unknown
Modern Treasury,https://www.moderntreasury.com,https://www.moderntreasury.com/careers,USA,San Francisco CA,FinTech,Payment Operations Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Backend Engineer / Data Engineer,"Python, Ruby, PostgreSQL, Kafka, AWS",USA,bharat-alpha,None,High,Modern Treasury is a San Francisco payment operations API platform; Kafka stack match; Series C funded; known H1B sponsor; bharat-alpha FinTech theme; engineering blog mentions international hires.,AI Research Batch 007,Yes,Unknown
Pilot,https://pilot.com,https://pilot.com/careers,USA,San Francisco CA,FinTech,Bookkeeping & Accounting for Startups,Startup,201-500,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, dbt, PostgreSQL, AWS, Snowflake",USA,bharat-alpha,None,High,Pilot is a YC-backed startup bookkeeping and accounting platform; dbt stack match; Series C funded; YC H1B track record; bharat-alpha FinTech theme; actively hiring data engineers.,AI Research Batch 007,Yes,Unknown
Persefoni,https://persefoni.com,https://persefoni.com/careers,USA,Phoenix AZ,ClimateTech,Carbon Accounting Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, AWS, Snowflake",USA,eu-ai-assurance-os,None,High,Persefoni is a Phoenix-based carbon accounting and climate disclosure platform; dbt stack match; Series B funded; known H1B sponsor; Phoenix is a non-obvious H1B hub; eu-ai-assurance-os governance theme.,AI Research Batch 007,Yes,Unknown
Watershed,https://watershed.com,https://watershed.com/careers,USA,San Francisco CA,ClimateTech,Enterprise Carbon Management,Startup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, dbt, Snowflake, PostgreSQL, TypeScript",USA,eu-ai-assurance-os,None,High,Watershed is a San Francisco enterprise carbon management platform; dbt stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os governance and compliance theme alignment.,AI Research Batch 007,Yes,Unknown
Pachama,https://pachama.com,https://pachama.com/careers,USA,San Francisco CA,ClimateTech,Forest Carbon Monitoring AI,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer,"Python, GCP, TensorFlow, BigQuery, Databricks",USA,eu-ai-assurance-os,None,Medium,Pachama uses AI and satellite data for forest carbon credit verification; GCP and Databricks stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI assurance and governance theme.,AI Research Batch 007,Yes,Unknown
Arcadia,https://arcadia.com,https://arcadia.com/careers,USA,Washington DC,ClimateTech,Clean Energy Data Platform,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, Databricks, AWS",USA,workforceguardai,None,High,Arcadia is a DC-based clean energy data platform; dbt and Databricks exact stack match; Series C funded; Washington DC H1B hub; workforceguardai data platform theme; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Rewiring America,https://www.rewiringamerica.org,https://www.rewiringamerica.org/careers,USA,Washington DC,ClimateTech,Household Electrification Policy,Startup,11-50,Startup,Hybrid,Unknown,Unknown,USA,Data Engineer / Analyst,"Python, dbt, PostgreSQL, GCP",USA,eu-ai-assurance-os,None,Low,Rewiring America is a DC-based electrification research and policy org; dbt/GCP stack match; small but impactful team; DC H1B hub; eu-ai-assurance-os policy/governance theme adjacent.,AI Research Batch 007,No,Unknown
Govini,https://govini.com,https://govini.com/careers,USA,Pittsburgh PA,GovTech,AI Defense Procurement Analytics,Startup,51-200,Startup,Hybrid,Yes,Unknown,USA,Data Engineer / ML Engineer / Backend Engineer,"Python, Databricks, AWS, PostgreSQL, Kafka",USA,eu-ai-assurance-os,None,High,Govini is a Pittsburgh GovTech company providing AI analytics for US defense procurement; Databricks and Kafka exact stack match; Series B funded; Pittsburgh non-obvious H1B hub; eu-ai-assurance-os governance theme.,AI Research Batch 007,Yes,Unknown
Granicus,https://granicus.com,https://granicus.com/careers,USA,Denver CO,GovTech,Civic Engagement SaaS,Scaleup,501-1000,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, AWS, Java",USA,eu-ai-assurance-os,None,High,Granicus is a Denver GovTech platform for government digital communications and citizen engagement; dbt and Java stack match; private equity-backed scaleup; Denver H1B hub; eu-ai-assurance-os governance theme.,AI Research Batch 007,Yes,Unknown
Zencity,https://zencity.io,https://zencity.io/careers,USA,New York NY,GovTech,AI Community Analytics for Government,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, GCP, NLP, PostgreSQL, Databricks",USA,eu-ai-assurance-os,None,High,Zencity is a NYC GovTech startup using NLP/AI to analyze community sentiment for local governments; GCP and Databricks stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI governance theme.,AI Research Batch 007,Yes,Unknown
Envisio,https://envisio.com,https://envisio.com/careers,USA,Remote,GovTech,Government Strategy Execution Platform,Startup,51-200,Startup,Remote,Unknown,Unknown,USA,Data Engineer / Backend Engineer,"Python, PostgreSQL, AWS, React",USA,eu-ai-assurance-os,None,Low,Envisio is a GovTech SaaS platform for government strategic planning and execution; small engineering team; fully remote; eu-ai-assurance-os governance theme; H1B sponsorship uncertain.,AI Research Batch 007,No,Unknown
Orca Security,https://orca.security,https://orca.security/careers,USA,Austin TX,Cybersecurity AI,Cloud Security Platform,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, Kafka, AWS, GCP, Kubernetes, Spark",USA,eu-ai-assurance-os,None,High,Orca Security is an Austin cloud security AI platform; Kafka/GCP/Kubernetes exact stack match; Series C unicorn; Austin H1B hub; known H1B sponsor; eu-ai-assurance-os AI security governance theme.,AI Research Batch 007,Yes,Unknown
Lacework,https://lacework.com,https://lacework.com/careers,USA,Mountain View CA,Cybersecurity AI,Cloud Security Analytics,Scaleup,501-1000,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, Databricks, Spark, Kafka, Snowflake",USA,eu-ai-assurance-os,None,High,Lacework is a cloud security analytics platform using ML anomaly detection; Databricks and Kafka exact stack match; Series D unicorn; known H1B sponsor; eu-ai-assurance-os AI security theme.,AI Research Batch 007,Yes,Unknown
Abnormal Security,https://abnormalsecurity.com,https://abnormalsecurity.com/careers,USA,San Francisco CA,Cybersecurity AI,AI Email Security,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, Databricks, Kafka, AWS, FastAPI",USA,eu-ai-assurance-os,None,High,Abnormal Security is a San Francisco AI-powered email security platform; Databricks and Kafka exact stack match; Series D unicorn; known H1B sponsor; eu-ai-assurance-os AI assurance theme.,AI Research Batch 007,Yes,Unknown
Drata,https://drata.com,https://drata.com/careers,USA,San Diego CA,Cybersecurity AI,Security Compliance Automation,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, Node.js, PostgreSQL, AWS, Kubernetes",USA,eu-ai-assurance-os,None,High,Drata is a San Diego security compliance automation platform; Series C unicorn; known H1B sponsor; San Diego non-obvious H1B hub; eu-ai-assurance-os AI governance and compliance theme.,AI Research Batch 007,Yes,Unknown
Weights & Biases,https://wandb.ai,https://wandb.ai/site/company/careers,USA,San Francisco CA,AI Infrastructure,ML Experiment Tracking,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,ML Engineer / Backend Engineer / Data Engineer,"Python, GCP, PostgreSQL, Kubernetes, FastAPI",USA,eu-ai-assurance-os,None,High,Weights & Biases is a San Francisco ML experiment tracking and model monitoring platform; Python/GCP/FastAPI stack exact match; Series C funded; strong H1B sponsor; eu-ai-assurance-os AI governance features.,AI Research Batch 007,Yes,Unknown
Chalk,https://chalk.ai,https://chalk.ai/careers,USA,San Francisco CA,AI Infrastructure,Feature Store for ML,Startup,11-50,YC,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, FastAPI, PostgreSQL, Kafka, AWS",USA,workforceguardai,None,High,Chalk is a YC-backed real-time feature store for ML production systems; Python/Kafka/FastAPI exact stack match; YC H1B track record; workforceguardai ML platform theme; Series A funded.,AI Research Batch 007,Yes,Unknown
Tecton,https://tecton.ai,https://tecton.ai/careers,USA,San Francisco CA,AI Infrastructure,Enterprise Feature Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer / Platform Engineer,"Python, Databricks, Spark, Kafka, AWS, GCP",USA,workforceguardai,None,High,Tecton is a San Francisco enterprise ML feature platform; Databricks/Spark/Kafka exact stack match; Series C funded; known H1B sponsor; workforceguardai ML analytics theme alignment.,AI Research Batch 007,Yes,Unknown
Hopsworks,https://www.hopsworks.ai,https://www.hopsworks.ai/careers,USA,San Francisco CA,AI Infrastructure,ML Feature Store & MLOps,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer,"Python, Databricks, Spark, Kafka, Java, GCP",USA,workforceguardai,None,High,Hopsworks is a San Francisco MLOps and feature store platform; Databricks/Kafka/Spark/Java exact stack match; Series B funded; international founding team with strong H1B culture; workforceguardai analytics theme.,AI Research Batch 007,Yes,Unknown
Superwise,https://superwise.ai,https://superwise.ai/careers,USA,New York NY,AI Governance,ML Model Monitoring,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer,"Python, GCP, Databricks, FastAPI, PostgreSQL",USA,eu-ai-assurance-os,None,High,Superwise is a NYC ML model monitoring platform; GCP/Databricks/FastAPI exact stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI governance theme direct alignment.,AI Research Batch 007,Yes,Unknown
Arize AI,https://arize.com,https://arize.com/careers,USA,San Francisco CA,AI Governance,ML Observability Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, Databricks, GCP, Kafka, FastAPI",USA,eu-ai-assurance-os,None,High,Arize AI is a San Francisco ML observability and monitoring platform; Databricks/GCP/Kafka/FastAPI exact stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI assurance theme.,AI Research Batch 007,Yes,Unknown
Fiddler AI,https://fiddler.ai,https://fiddler.ai/careers,USA,Menlo Park CA,AI Governance,Explainable AI & Monitoring,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, Databricks, FastAPI, GCP, scikit-learn",USA,eu-ai-assurance-os,None,High,Fiddler AI is a Menlo Park explainable AI and model monitoring platform; Databricks/FastAPI/GCP exact stack match; Series C funded; known H1B sponsor; eu-ai-assurance-os AI governance theme strong match.,AI Research Batch 007,Yes,Unknown
