Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Arize AI,https://www.arize.com,https://www.arize.com/careers/,USA,Remote,AI Infrastructure,ML Observability,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / AI Engineer / Data Engineer","Python, Kafka, GCP, Spark, FastAPI",Global,"eu-ai-assurance-os,workforceguardai",None,High,"ML observability and model monitoring; Kafka/GCP stack is direct match; fairness monitoring links to workforceguardai and eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
WhyLabs,https://www.whylabs.ai,https://www.whylabs.ai/careers,USA,Remote,AI Infrastructure,ML Monitoring,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / Data Engineer / AI Engineer","Python, Kafka, AWS, FastAPI, Spark",Global,"eu-ai-assurance-os,workforceguardai",None,High,"AI observability and data quality monitoring platform; bias/fairness detection maps to candidate's eu-ai-assurance-os and workforceguardai projects.",AI Research Batch 004,Yes,Unknown
Fiddler AI,https://www.fiddler.ai,https://www.fiddler.ai/company/careers,USA,Remote,AI Infrastructure,ML Explainability,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / AI Engineer / Data Engineer","Python, FastAPI, Spark, AWS, PostgreSQL",Global,"eu-ai-assurance-os,workforceguardai",None,High,"ML explainability and model monitoring; direct match to aequitas and eu-ai-assurance-os portfolio; Python/FastAPI stack aligns.",AI Research Batch 004,Yes,Unknown
Evidently AI,https://www.evidentlyai.com,https://www.evidentlyai.com/careers,USA,Remote,AI Infrastructure,ML Monitoring,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / Data Engineer / AI Engineer","Python, FastAPI, Docker, Kafka, GCP",Global,"eu-ai-assurance-os,aequitas",None,High,"Open-source ML monitoring and data drift detection; eu-ai-assurance-os and aequitas projects directly map to their product domain.",AI Research Batch 004,Yes,Unknown
Neptune.ai,https://www.neptune.ai,https://www.neptune.ai/careers,Poland,Remote,AI Infrastructure,MLOps & Experiment Tracking,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / Data Engineer / AI Engineer","Python, FastAPI, GCP, PostgreSQL, Docker",Global,eu-ai-assurance-os,None,High,"MLOps metadata store; EU-based and hires globally; Python/GCP stack matches candidate.",AI Research Batch 004,Yes,Unknown
Hugging Face,https://www.huggingface.co,https://huggingface.co/jobs,USA,New York,LLM Tooling,Model Hub & Inference,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / AI Engineer / Data Engineer","Python, PyTorch, Transformers, GCP, AWS",Global,"eu-ai-assurance-os,bharat-alpha",None,High,"Leading ML model platform; fully distributed team; LLM and RAG infra links to bharat-alpha and eu-ai-assurance-os projects.",AI Research Batch 004,Yes,Unknown
LangChain,https://www.langchain.com,https://www.langchain.com/careers,USA,Remote,LLM Tooling,LLM Application Framework,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"AI Engineer / ML Engineer / Data Engineer","Python, LangChain, LangGraph, FastAPI, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Core LLM application framework; candidate's RAG/LLM infrastructure work directly maps to their product; fully remote team.",AI Research Batch 004,Yes,Unknown
LlamaIndex,https://www.llamaindex.ai,https://www.llamaindex.ai/careers,USA,Remote,LLM Tooling,RAG Framework,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"AI Engineer / Data Engineer / ML Engineer","Python, LlamaIndex, FastAPI, GCP, Weaviate",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"RAG and LLM data framework; candidate's RAG infra portfolio is direct capability match; small distributed team looking for infra engineers.",AI Research Batch 004,Yes,Unknown
Weaviate,https://www.weaviate.io,https://weaviate.io/company/careers,Netherlands,Amsterdam,LLM Tooling,Vector Database,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / ML Engineer","Python, Go, GraphQL, Kubernetes, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Open-source vector database for RAG; EU-based distributed company; candidate's RAG infra work is core use case.",AI Research Batch 004,Yes,Unknown
Qdrant,https://www.qdrant.tech,https://qdrant.tech/careers/,Germany,Berlin,LLM Tooling,Vector Database,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / ML Engineer","Python, Rust, gRPC, Kubernetes, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Vector database for RAG; EU-based remote-first startup; candidate's RAG infra portfolio aligns directly.",AI Research Batch 004,Yes,Unknown
Pinecone,https://www.pinecone.io,https://www.pinecone.io/careers/,USA,Remote,LLM Tooling,Vector Database,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / ML Engineer","Python, Go, Kubernetes, AWS, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Leading managed vector database; remote-first engineering culture; RAG infrastructure is candidate's core strength.",AI Research Batch 004,Yes,Unknown
Chroma,https://www.trychroma.com,https://www.trychroma.com/jobs,USA,Remote,LLM Tooling,Vector Database,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"AI Engineer / Data Engineer / ML Engineer","Python, Rust, FastAPI, GCP, Docker",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Open-source vector database for AI; small distributed team; RAG infrastructure expertise is direct match.",AI Research Batch 004,Yes,Unknown
Zilliz,https://www.zilliz.com,https://www.zilliz.com/careers,USA,Redwood City,LLM Tooling,Vector Database,Startup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / ML Engineer","Python, Go, Kubernetes, AWS, GCP",Global,"bharat-alpha,eu-ai-assurance-os",None,High,"Milvus open-source vector DB company; distributed team globally; RAG infra stack is direct match.",AI Research Batch 004,Yes,Unknown
dbt Labs,https://www.getdbt.com,https://www.getdbt.com/dbt-labs/open-roles,USA,Remote,Data Platforms,Analytics Engineering,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Analytics Engineer / Platform Engineer","Python, dbt, SQL, Spark, GCP, Azure",Global,masova-platform,None,High,"dbt core product company; candidate has dbt in stack; remote-first culture; strong match for data platform engineering roles.",AI Research Batch 004,Yes,Unknown
Airbyte,https://www.airbyte.com,https://www.airbyte.com/company/careers,USA,Remote,Data Platforms,Data Integration / ELT,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer / Backend Engineer","Python, Java, dbt, Kafka, GCP, Azure",Global,masova-platform,None,High,"Open-source ELT platform; remote-first engineering team; Python/Java/Kafka stack is exact match to candidate's toolset.",AI Research Batch 004,Yes,Unknown
Dagster,https://www.dagster.io,https://www.dagster.io/careers,USA,Remote,Data Platforms,Data Orchestration,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer / Backend Engineer","Python, dbt, Spark, GCP, AWS, Kubernetes",Global,masova-platform,None,High,"Open-source data orchestration platform; Python/dbt stack aligns; remote-first distributed team.",AI Research Batch 004,Yes,Unknown
Prefect,https://www.prefect.io,https://www.prefect.io/company/careers,USA,Remote,Data Platforms,Data Orchestration,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer / ML Engineer","Python, FastAPI, Kubernetes, GCP, AWS",Global,masova-platform,None,High,"Python-native workflow orchestration; distributed remote team; Python/FastAPI/GCP stack is exact match.",AI Research Batch 004,Yes,Unknown
Fivetran,https://www.fivetran.com,https://www.fivetran.com/careers,USA,Oakland,Data Platforms,Data Integration / ELT,Scaleup,1001-2000,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer / Backend Engineer","Python, Java, dbt, Kafka, GCP, BigQuery",Global,masova-platform,None,High,"Leading managed ELT service; Java/Python/Kafka stack matches candidate; remote-distributed engineering culture.",AI Research Batch 004,Yes,Unknown
Hightouch,https://www.hightouch.com,https://www.hightouch.com/careers,USA,Remote,Data Platforms,Reverse ETL,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Backend Engineer","Python, TypeScript, dbt, PostgreSQL, GCP",Global,masova-platform,None,High,"Reverse ETL and data activation platform; Python/dbt stack matches; remote-first team.",AI Research Batch 004,Yes,Unknown
RudderStack,https://www.rudderstack.com,https://www.rudderstack.com/careers/,USA,Remote,Data Platforms,Customer Data Platform,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Backend Engineer / Platform Engineer","Python, Go, Kafka, PostgreSQL, GCP, AWS",Global,masova-platform,None,High,"Open-source customer data platform; Kafka/GCP stack matches; fully remote distributed team.",AI Research Batch 004,Yes,Unknown
Census,https://www.getcensus.com,https://www.getcensus.com/careers,USA,Remote,Data Platforms,Reverse ETL,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Backend Engineer","Python, dbt, PostgreSQL, GCP, Snowflake",Global,masova-platform,None,High,"Reverse ETL for data activation; Python/dbt stack matches; remote-first company.",AI Research Batch 004,Yes,Unknown
Monte Carlo Data,https://www.montecarlodata.com,https://www.montecarlodata.com/careers/,USA,Remote,Data Platforms,Data Observability,Startup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Platform Engineer","Python, dbt, Spark, GCP, Snowflake, Kafka",Global,"masova-platform,eu-ai-assurance-os",None,High,"Data observability platform; Python/dbt/GCP stack matches; remote-first; data quality maps to eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
Soda Data,https://www.soda.io,https://www.soda.io/careers,Belgium,Brussels,Data Platforms,Data Quality,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Platform Engineer","Python, dbt, SQL, GCP, Snowflake",Global,"masova-platform,eu-ai-assurance-os",None,High,"EU-based data quality and observability platform; Python/dbt stack matches; data quality maps to eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
Great Expectations / GX Labs,https://www.greatexpectations.io,https://greatexpectations.io/careers,USA,Remote,Data Platforms,Data Quality,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Platform Engineer","Python, dbt, Spark, GCP, AWS",Global,"masova-platform,eu-ai-assurance-os",None,High,"Open-source data validation framework; Python/dbt stack is direct match; data quality governance maps to eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
Metaplane,https://www.metaplane.dev,https://www.metaplane.dev/careers,USA,Remote,Data Platforms,Data Observability,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Backend Engineer","Python, dbt, SQL, GCP, Snowflake",Global,masova-platform,None,Medium,"Data observability for warehouses; small distributed team; Python/dbt stack matches.",AI Research Batch 004,Yes,Unknown
Acceldata,https://www.acceldata.io,https://www.acceldata.io/careers,USA,Remote,Data Platforms,Data Observability,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Platform Engineer","Python, Spark, Kafka, GCP, Databricks",Global,masova-platform,None,High,"Data observability for Spark/Databricks pipelines; Databricks/Kafka/GCP stack is direct match to candidate's core tools.",AI Research Batch 004,Yes,Unknown
Elastic,https://www.elastic.co,https://www.elastic.co/about/careers,USA,Remote,Developer Tools,Search & Observability,Scaleup,2001-5000,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Backend Engineer","Python, Java, Elasticsearch, Kafka, GCP",Global,"bharat-alpha,masova-platform",None,High,"Distributed search/observability platform; Java/Kafka/GCP stack matches; remote-first engineering culture globally.",AI Research Batch 004,Yes,Unknown
Confluent,https://www.confluent.io,https://www.confluent.io/careers/,USA,Mountain View,Developer Tools,Data Streaming / Kafka,Scaleup,2001-5000,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer / Backend Engineer","Python, Java, Kafka, Kubernetes, GCP, Azure",Global,masova-platform,None,High,"Managed Kafka platform; Kafka is core to candidate's stack (Databricks, Spring Boot, Azure); remote engineering roles globally.",AI Research Batch 004,Yes,Unknown
HashiCorp,https://www.hashicorp.com,https://www.hashicorp.com/careers,USA,Remote,Developer Tools,Infrastructure Automation,Scaleup,1001-2000,Remote-first,Yes,Unknown,Unknown,Global,"Platform Engineer / Backend Engineer / Data Engineer","Go, Python, Terraform, Kubernetes, GCP, AWS",Global,masova-platform,None,Medium,"Infrastructure-as-code platform; remote-first culture; Kubernetes/GCP/Azure stack matches candidate's deployment tooling.",AI Research Batch 004,Yes,Unknown
Grafana Labs,https://www.grafana.com,https://www.grafana.com/about/careers/,USA,Remote,Developer Tools,Observability,Scaleup,1001-2000,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Backend Engineer / Platform Engineer","Go, Python, Prometheus, Kafka, GCP, Kubernetes",Global,masova-platform,None,High,"Open-source observability platform; remote-first globally distributed team; Python/Kafka/GCP stack aligns.",AI Research Batch 004,Yes,Unknown
Meltano,https://www.meltano.com,https://meltano.com/careers/,USA,Remote,Data Platforms,Data Integration,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer","Python, dbt, Airflow, GCP, AWS",Global,masova-platform,None,High,"Open-source DataOps platform; small fully remote team; Python/dbt stack is direct match.",AI Research Batch 004,Yes,Unknown
Tobiko Data,https://www.tobikodata.com,https://www.tobikodata.com/careers,USA,Remote,Data Platforms,Data Orchestration,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Platform Engineer","Python, dbt, SQLMesh, GCP, Snowflake",Global,masova-platform,None,Medium,"SQLMesh and DataOps tooling startup; Python/dbt stack matches; distributed team.",AI Research Batch 004,Yes,Unknown
Turntable,https://www.turntable.so,https://www.turntable.so/careers,USA,Remote,Data Platforms,Analytics Engineering,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / Analytics Engineer","Python, dbt, SQL, GCP, Snowflake",Global,masova-platform,None,Medium,"Modern analytics engineering tooling; early-stage remote startup; Python/dbt stack matches.",AI Research Batch 004,Yes,Unknown
Arthur AI,https://www.arthur.ai,https://www.arthur.ai/careers,USA,Remote,AI Infrastructure,ML Monitoring & Fairness,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / AI Engineer / Data Engineer","Python, FastAPI, Kafka, GCP, Spark",Global,"eu-ai-assurance-os,workforceguardai,aequitas",None,High,"AI monitoring and fairness platform; all three portfolio projects (eu-ai-assurance-os, workforceguardai, aequitas) map directly to their product.",AI Research Batch 004,Yes,Unknown
Robust Intelligence,https://www.robustintelligence.com,https://www.robustintelligence.com/careers,USA,Remote,AI Infrastructure,AI Security & Validation,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / AI Engineer / Data Engineer","Python, FastAPI, GCP, Kubernetes, PyTorch",Global,"eu-ai-assurance-os,aequitas",None,High,"AI risk and model validation platform; eu-ai-assurance-os and aequitas projects are direct capability match.",AI Research Batch 004,Yes,Unknown
Verta AI,https://www.verta.ai,https://www.verta.ai/careers,USA,Remote,AI Infrastructure,MLOps,Startup,51-200,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / Data Engineer / AI Engineer","Python, Java, GCP, Kubernetes, Kafka",Global,eu-ai-assurance-os,None,Medium,"Enterprise MLOps platform; Python/Java/GCP stack matches candidate; AI governance angle links to eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
Lightly AI,https://www.lightly.ai,https://www.lightly.ai/careers,Switzerland,Zurich,AI Infrastructure,Data-Centric AI,Startup,11-50,Remote-first,Yes,Unknown,Unknown,Global,"ML Engineer / Data Engineer / AI Engineer","Python, PyTorch, FastAPI, GCP, Docker",Global,eu-ai-assurance-os,None,Medium,"Data-centric AI and data quality for ML; EU-based remote-first startup; Python/FastAPI/GCP stack matches.",AI Research Batch 004,Yes,Unknown
Labelbox,https://www.labelbox.com,https://www.labelbox.com/careers/,USA,Remote,AI Infrastructure,Data Labeling & ML Data,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / ML Engineer","Python, GraphQL, GCP, PostgreSQL, Kubernetes",Global,eu-ai-assurance-os,None,Medium,"AI training data platform; remote-first engineering; Python/GCP stack matches candidate.",AI Research Batch 004,Yes,Unknown
Scale AI,https://www.scale.com,https://scale.com/careers,USA,Remote,AI Infrastructure,Data Labeling & AI Data,Scaleup,1001-2000,Remote-first,Yes,Unknown,Unknown,Global,"Data Engineer / AI Engineer / Platform Engineer","Python, Spark, Kafka, GCP, Kubernetes",Global,"eu-ai-assurance-os,bharat-alpha",None,High,"AI data platform; Python/Spark/Kafka/GCP stack is exact match; AI infrastructure work maps to bharat-alpha and eu-ai-assurance-os.",AI Research Batch 004,Yes,Unknown
Glean,https://www.glean.com,https://www.glean.com/careers,USA,Remote,LLM Tooling,Knowledge & Search Platform,Scaleup,201-500,Remote-first,Yes,Unknown,Unknown,Global,"AI Engineer / Data Engineer / Backend Engineer","Python, Java, Elasticsearch, GCP, Kafka",Global,"bharat-alpha,masova-platform",None,High,"Enterprise AI search and knowledge platform; RAG/LLM infra is candidate's core strength; Java/Python/Kafka stack matches.",AI Research Batch 004,Yes,Unknown
